id,content,Task Id,label
6862,隨著全球迎來高齡化趨勢下，健康照護領域支出正持續攀升，據預估至2030年，隨著醫療需求人口大幅成長超過50%，全球照護支出將超過15兆美元，照顧人力缺乏也將成為一大問題，該如何運用數位化產品技術與服務應對將是一大挑戰。聯合國在2017年人口資料統計中預估，受到高齡化、少子化的影響，2030年亞洲地區65歲以上人口將佔全球60%，這意味著高齡、慢性病需求將持續提升，全球醫療照護需求增長速度明顯超過經濟成長，不僅世界衛生組織對此趨勢已提出相關警訊，未來中長期更對醫療院所、各國財政支出同樣將是龐大負擔與挑戰，工研院產科國際所以健康照護的需求為出發點，在10/30年度研討會中整理了相關數據協助分析未來健康照護趨勢。據衛服部統計，2019年台灣平均每千人護理師為7.3位，每千人執業西醫12.1位，兩者均低於鄰近台灣、亞洲中更高齡化的日本市場，以及目前最積極結合智慧健康照護發展的美國。經濟合作暨發展組織（OECD）對各國提出建議，不論政府公部門、或民間企業現階段都積極投入智慧健康照護發展。除了大環境的驅動力，ICT、大數據與AI應用的產品技術與服務發展日趨成熟，加上武漢肺炎（COVID-19，新冠肺炎）疫情對社交型態的影響，都將改變現代人對健康管理觀念，讓遠端智慧健康照護發展更加快速，打造更多元創新服務的服務模式。近年科技應用中，5G通訊網路無疑是其中最受關注的重大進展，而它在健康照護領域的影響也受到相當重視；中國國家衛生健康委員會在2019年便要求醫療產業與電信營運商共同制定5G醫療建設標準，日本、南韓也在5G規劃中，要求電信業者將優先規劃在數位健康照護產業上的應用。台灣今年正式踏入5G時代，若要讓行動通訊網路逐步商業化，對於5G健康照護應用發展評估也必須更務實、更貼近實際運作的環境。產科研究所生活與生醫研究組池煥德指出，5G具備大頻寬（eMBB）、低延遲（URLLC）、大連結（mMTC）等多項優勢，但由於其覆蓋範圍小、體積等問題，若能搭配Wi-Fi6在室內使用，將更有機會實現無縫的聯網環境。在5G及社交型態改變帶動下，全球健康照護領域有望快速成長，推估至2025年市場將可從今年的35.15億大幅成長至371.41億美元，隨著醫療照護服務逐漸去中心化，遠距監測將成為規模最大的應用，池煥德指出，英國利物浦5G測試經驗也顯示，在4G環境可以運作的健康照護應用只需些許調整，便可在5G環境中更多落地、取得良好成效，未來包含醫療數據傳輸、遠距健康監測、遠距醫療和遠距手術等應用都應優先受到重視。（首圖來源：pixabay）,36,positive
6863,看看這個土蛋共產黨多噁心看看這個共產黨多會演戲表示他們多愛護台商台灣政府有多爛哈哈哈武漢肺炎造成全世界大災難.是誰先開始的？你道歉過嗎？台灣不是馬英九時代.是你的乖乖北京狗了？眼睛睜開一點.台灣的防疫不跟中國封城.不停工.不停課.不廣建方艙醫院.台灣醫療不崩潰.防疫成績獲得全世界幾百篇報導讚揚.經濟成長也第一名民進黨的政府竟然有此亮麗成績把中國氣得跳腳.為什麼中國拼命用武力恫嚇台灣.懂了吧？笑死人的女匪幹,36,negative
6864,（中央社記者戴雅真倫敦31日專電）英國今天確診人數突破百萬，首相強生（BorisJohnson）晚間宣布英格蘭地區將從11月5日開始實施禁足令，非必要商店將全數關閉，預計為期約1個月，直到12月2日解禁。由於英國的防疫政策各自為政，強生宣布的措施將在英格蘭地區施行，蘇格蘭、威爾斯與北愛爾蘭將思考是否跟進，威爾斯目前正實施17天全面性封鎖令，將於11月9日結束。不同於今年3月首次宣布的第一次禁足令，這次大學及各級學校將繼續開放。英國廣播公司（BBC）報導，根據最新數據，英國31日有2萬1915人確診，326人病故；整體病故人數為4萬6555人，確診人數突破百萬，來到101萬1660人。這使得英國繼美國、印度、巴西、俄羅斯、法國、西班牙、阿根廷與哥倫比亞之後，成為第9個確診人數破百萬的國家。不過，由於疫情爆發初期時檢驗並不普遍，英國實際的確診人數預料比百萬更高。強生下午召開罕見的週六內閣緊急會議後，與首席醫療官惠提（ChrisWhitty）、首席科學官瓦朗斯（PatrickVallance）共同出席記者會。強生表示：「現在必須採取行動，因為我們沒有其他選擇」。他指出，從11月5日起，除非出門上課、無法在家工作者出門工作、運動、就醫、購買食物與必要物品，照料他人等目的以外，民眾應該盡可能待在家中。在禁足令期間，所有酒吧、餐廳必須關閉，僅有外帶。民眾僅能與不同家戶的民眾在室外見面，且一次僅限一人。強生表示，他將在11月2日向國會報告，國會預料於4日表決，並於5日正式實施禁足令。英國10月開始採取分層的3級疫情警報系統，警報等級分為「中等」、「高」與「非常高」。在全面禁足令宣布前，除曼徹斯特、諾丁罕郡等地區為「非常高」之外，倫敦等諸多地區仍在中間的「高」等級。然而，由於3級疫情警報系統的功效微乎其微，在專家持續施壓下，原先不願意實施全面禁足令的強生今天不得不政策轉彎。看更多武漢肺炎（COVID-19、新冠肺炎）疫情最新報導：https://bit.ly/37gsay1★三立新聞網提醒您：防範武漢肺炎，肥皂勤洗手、必要時戴口罩、避免食用生肉及生蛋、少去人多的場所、避免接觸禽畜類動物！回國若身體不適請主動通報，14天內出現疑似症狀請先撥打防疫專線，並戴上口罩儘速就醫，務必告知醫師旅遊史。※免付費防疫專線：1922、0800-00192,36,negative
6865,〔記者蘇金鳳／台中報導〕第19屆台中市金手獎頒獎典禮，昨天在裕元花園酒店舉行，有17家企業獲選，市長盧秀燕親自表揚，致詞表示台中經濟成績表現亮眼，投資額六都第一，地價稅平均降低20％，而會展中心已動工。經濟部投資業務處長張銘斌更指出，全台投資以台中案件最多、中小企業家數也最多，總投資額超過2000億元，外溢效果也最明顯。台中市工商發展投資策進會昨天在裕元花園酒店舉行第19屆台中市金手獎頒獎典禮，由市長盧秀燕公開表揚，有17家優秀中小企業獲選。盧秀燕表示，在中美貿易戰及武漢肺炎影響下，廠商仍齊心齊力、全力以赴，使得投資額六都第一。台中市輕稅簡政，地價稅平均降20％，減少企業界負擔；硬體方面則是已讓大台中國際會展中心動工，讓廠商得以向全世界行銷產品。獲獎17家廠商分別是，光隆精密工業、松讚實業、仕興機械工業、亮宇油封企業、千里眼精密部件、虹興機械、僑隆機械、展奕金屬企業、歐權科技、欣閣興業、元大維企業、順心企業、龍德機械工業、鑫偉成機械、優品正源、俊益鋼鐵、程岱公司。,36,positive
6866,桃園地院法官審酌侵害程度及雙方社經地位，判決簡女須賠償元配45萬元。（資料照）〔記者鄭淑婷／桃園報導〕上市公司華通電腦少東、副總經理吳彭弘，今年3、4月間被週刊拍到與前員工簡姓女子關係親密，元配怒告簡女求償200萬元。簡女出庭辯稱與吳男只是談得來的朋友，卻被不實渲染成「小三」；但桃園地院法官檢視2人被拍到的照片，認為簡女行為已侵害配偶權，判決賠償元配45萬元，可上訴。吳妻指控，簡女10年前就曾與其夫過從甚密，她與丈夫溝通並告誡，丈夫保證斷絕與簡女聯繫，豈料去年10、11月間，簡女藉口工作與丈夫聯繫，今年3、4月間更被週刊直擊，拍到2人在大街上摟腰擁抱、摸屁股、親吻、熊抱等，嚴重破壞她的婚姻，害她被旁人指指點點，還得求助身心科，因此提告。簡女說，與吳男曾是同事且皆從事電腦業、喜歡運動、對股票投資有興趣，是「聊得來的朋友」，她未想破壞他人家庭，卻被週刊跟拍並不實渲染成「小三」。簡女還說，她已無董事身分，現在任職的公司受武漢肺炎（新型冠狀病毒病，COVID-19）疫情影響，她的薪資被砍半，又要支付房貸、養家，經濟情況窘困，願捐2萬元公益金與吳妻和解。法官判決指出，照片顯示2人關係超乎單純友誼，已侵害元配的配偶權，簡女自稱經濟窘困，但只是暫領半薪，近年的年收入仍超過百萬元，判決她應賠償元配45萬元。,36,negative
6867,知名職業棋士黑嘉嘉驚喜現身選拔賽現場。（記者王文麟攝）〔記者凌美雪／台北報導〕第十五屆「榮三盃全國學生棋王賽」昨日展開為期二天賽程，選出小、中、大學生三組各十六位，於今天決賽一較排名、搶登棋王寶座。主辦單位財團法人林榮三文化公益基金會特別邀請到黑嘉嘉親臨現場，給參賽選手們加油打氣，結果小學組一口氣三名女生擠進十六強，讓人驚歎「圍棋女神」果然十分給力。第十五屆榮三盃全國學生棋王賽，四十八位好手今搶棋王寶座。（記者王文麟攝）圍棋女神驚喜現身選手開心比賽為感謝學生及家長們忍受各種不便配合防疫措施，主辦單位除力求場地寬敞舒適之外，昨天更於賽場加碼送出驚喜大彩蛋黑嘉嘉。女神無預警現身，不僅選手們，連陪賽家屬都秒變粉絲，相機鏡頭全朝同一方向，快門沒停過！黑嘉嘉說，自己十五年前參加第一屆榮三盃，當年是小學六年級，因為是舉家前往美國之前參加的最後一場比賽，所以印象特別深刻。「以前規模比現在小，很高興看到榮三盃愈辦愈盛大，一年比一年辦得更好。」黑嘉嘉說，「希望所有參賽選手無論輸贏、是否有得獎，都可以度過開心愉快的一天。」除親自現身講話為選手們加油，黑嘉嘉也特地於現場停留許久，參觀賽況，直說「小朋友們好可愛」，也提到有一盤下得特別慢，看不到五十手就發現下得非常好，讚歎非常有實力。黑嘉嘉回憶小時候參加比賽的情景，笑說以前也是像現在一樣很多人坐成一排，那時候下得很快，因為一天比五場，時間有限，確實會下得很快，「這對現在的我來說其實無法想像，現在通常下一盤棋就會超過五個小時，不太可能再出現一天下五盤的狀況。」防疫嚴格把關選手家屬全力配合今年在武漢肺炎疫情威脅之下，「榮三盃」是否續辦經過不斷討論，後根據中華民國圍棋協會公布的「棋賽日誌」得知，今年僅十月份就有六場全國性圍棋比賽，參賽最多的人數甚至上看千名，顯示台灣棋界對此時舉辦圍棋比賽有一個安全上的共識。因此，在做好萬全的防疫措施前提下，比賽於昨天如期登場。今年共約四百位學生報名，但考量防疫安全必須控管人數，只開放三百餘名學生參賽，結果創台灣紀錄，即必須五段以上棋力，才能進入這一年度的圍棋擂台大賽，形成「高手」過招的精采場面。大會主席林榮三文化公益基金會董事江振雄表示，武漢肺炎肆虐全球，幾乎所有國家封城或鎖國，台灣因為超前部署、全體國民配合，成為防疫最成功的國家，也讓榮三盃全國學生棋王賽得以如期舉行，江振雄也預祝所有參賽學生都能在兩天的比賽中獲得滿意的成績。,36,positive
6868,〔記者蘇金鳳／台中報導〕第19屆台中市金手獎頒獎典禮，昨天在裕元花園酒店舉行，有17家企業獲選，市長盧秀燕親自表揚，致詞表示台中經濟成績表現亮眼，投資額六都第一，地價稅平均降低20％，而會展中心已動工。經濟部投資業務處長張銘斌更指出，全台投資以台中案件最多、中小企業家數也最多，總投資額超過2000億元，外溢效果也最明顯。台中市工商發展投資策進會昨天在裕元花園酒店舉行第19屆台中市金手獎頒獎典禮，由市長盧秀燕公開表揚，有17家優秀中小企業獲選。盧秀燕表示，在中美貿易戰及武漢肺炎影響下，廠商仍齊心齊力、全力以赴，使得投資額六都第一。台中市輕稅簡政，地價稅平均降20％，減少企業界負擔；硬體方面則是已讓大台中國際會展中心動工，讓廠商得以向全世界行銷產品。獲獎17家廠商分別是，光隆精密工業、松讚實業、仕興機械工業、亮宇油封企業、千里眼精密部件、虹興機械、僑隆機械、展奕金屬企業、歐權科技、欣閣興業、元大維企業、順心企業、龍德機械工業、鑫偉成機械、優品正源、俊益鋼鐵、程岱公司。,36,positive
6869,土耳其總統艾爾段(RecepTayyipErdogan)的發言人卡林(IbrahimKalin)、內政部長索魯(SuleymanSoylu)，確診俗稱武漢肺炎的2019年冠狀病毒疾病(COVID-19)。兩人與總統的工作關係十分密切。艾爾段依舊行程滿檔，健康狀況沒有出現異常跡象。卡林10月31日發推文證實自己感染COVID-19，並說他「症狀輕微，接近治療的最後階段」。推文說：「我現在很好，謝謝。」卡林沒有提到自己何時確診。在卡林推文前數個小時，索魯也發推文表示，包括他自己、妻子和女兒經採檢都對武漢肺炎呈現陽性反應。索魯表示，一家人10月26日確診，正住院治療。推文說：「值得欣慰的是，我們好多了。」索魯4月10日深夜宣布31個省於兩小時後宵禁48小時，為土耳其因武漢肺炎疫情首度實施封鎖。由於倉促宣布措施，各地出現恐慌性搶購潮，引發全國一片混亂。飽受批評的他兩天後請辭，但艾爾段不准辭。卡林和索魯都經常與艾爾段開會，擁有密切工作關係。艾爾段10月31日走訪東部萬恩省(Van)出席執政黨正義發展黨(AKP)活動，之後又轉往西南部視察愛琴海強震重災區、第三大城伊茲米爾(Izmir)，健康狀況沒有出現異常跡象。艾爾段行程向來緊密，幾乎天天都會進行數場透過電視轉播的演說。報導指出，他的隨行人員都必須定期接受武漢肺炎採檢。衛生部10月31日晚間公布武漢肺炎疫情通報顯示，過去24小時新增2.213名確診「病患」、75人死亡，累計「病患」數為37萬5.367例、1萬252例病故。衛生部長克扎(FahrettinKoca)於9月30日坦承，自7月29日起僅通報出現武漢肺炎症狀的「病患」數，這個數字沒有納入無症狀感染者。,36,negative
6870,（中央社記者何宏儒安卡拉31日專電）土耳其總統艾爾段的發言人卡林、內政部長索魯確診武漢肺炎。兩人與總統的工作關係十分密切。艾爾段依舊行程滿檔，健康狀況沒有出現異常跡象。艾爾段（RecepTayyipErdogan）的發言人卡林（IbrahimKalin）10月31日發推文證實自己感染俗稱武漢肺炎的2019冠狀病毒疾病（COVID-19），並說他「症狀輕微，接近治療的最後階段」。推文說：「我現在很好，謝謝。」卡林沒有提到自己何時確診。在卡林推文前數個小時，索魯（SuleymanSoylu）也發推文表示，包括他自己、妻子和女兒經採檢都對武漢肺炎呈現陽性反應。索魯表示，一家人10月26日確診，正住院治療。推文說：「值得欣慰的是，我們好多了。」索魯4月10日深夜10時許宣布31個省於兩小時後宵禁48小時，為土耳其因武漢肺炎疫情首度實施封鎖。由於倉促宣布措施，各地出現恐慌性搶購潮，引發全國一片混亂。飽受批評的他兩天後請辭，但艾爾段不准辭。卡林和索魯都經常與艾爾段開會，擁有密切工作關係。艾爾段10月31日走訪東部萬恩省（Van）出席執政黨正義發展黨（AKP）活動，之後又轉往西南部視察愛琴海強震重災區、第3大城伊茲米爾（Izmir），健康狀況沒有出現異常跡象。艾爾段行程向來緊密，幾乎天天都會進行數場透過電視轉播的演說。報導指出，他的隨行人員都必須定期接受武漢肺炎採檢。衛生部10月31日晚間公布武漢肺炎疫情通報顯示，過去24小時新增2213名確診「病患」、75人死亡，累計「病患」數為37萬5367例、1萬252例病故。衛生部長克扎（FahrettinKoca）於9月30日坦承，自7月29日起僅通報出現武漢肺炎症狀的「病患」數，這個數字沒有納入無症狀感染者。（編輯：劉學源）1091101,36,negative
6871,二○一六年，習近平全面啟動軍隊改革和組織再造計畫，以補救解放軍的缺失。中國全部的武裝部隊，包括武裝警察部隊和民兵組織，一律被打掉重練。數以千計軍人的前途被葬送，逾百名將領、司令被依「貪腐」和抗命等罪名逮捕，有些人還被處決。（擷取自網路）◎易思安（IanEaston）今年以來，台灣海峽情勢愈發緊繃，但似乎沒有觀察家明白箇中原因。幾乎所有剖析中國共產黨對台灣進行政治和軍事挑釁的文章，基本上都提及同一件事：是特定事件和導火線促使中國做出回應，緊張局勢才會升溫。在這些文章中，台灣舉行總統大選、美國宣布對台軍售、美國國務院官員訪問這個外交孤立的國家等，均被認為是「禍因」。而結果只有一個：中國大發雷霆，進而做出反擊。若以「行動—反應機制」（action-reactiondynamics）對上述情況進行解釋，雖然會受到關注，卻是一個膚淺、誤導性的推論。在這個浮上檯面的危機之下，潛伏著更深層、更嚴峻的事實。中國國家主席習近平已公開擁護一個未來願景—台灣將在脅迫下被征服，其自由、開放的民主治理模式將被摧毀。要了解這段話，就必須了解中共在根本上信奉擴張主義，且懷有敵意。不過，與媒體普遍的論述不同，中國並非被動對外部事件做出回應，而是在主動引導其他各方做出回應。中國的領導者也沒有怒火中燒，如果有的話，應該也是在冷靜算計。正因習主席對改變台海現狀一事極為看重，所有中國政府官員和軍官才必須不斷摸索重新設定目標、並設法得分的機會。中國官員正遵循「進攻手冊」的指示發動攻勢，而且與民主國家不同的是，他們接到的指令是，可以漠視外交行為準則和國際法。為什麼我們應該反過來做此思考？這是因為，中國在對新疆進行有如納粹般的種族清洗、實施「歐威爾式」（Orwellian）大規模監控計畫、隱瞞COVID-19（新型冠狀病毒病、武漢肺炎）疫情，以及侵犯香港自由與自治後，都成功形塑及限制國際社會所做出的政策回應。習近平及其黨羽為這些激進行動付出的真正代價，根本不痛不癢。中共菁英從這個過程中學習到的是，對他們來說，冒險將會帶來報酬。中國的下一個目標就是併吞台灣，但到目前為止，無論華府或台北當局，都尚未做出可能改變這套計畫的行動。反之，國際社會任由中共重演已在其他地方執行過、且代價低廉的劇本，等於公開向北京遞出邀請函，邀請他們在台海滋生事端。危險的轉變僅僅數年前，中國對台發動攻擊還是極度不可能之事，這不是出於意識形態的理由，或雄心壯志的匱乏，而是因為台灣佔據上風。中國人民解放軍的確有拿下台灣的戰爭計畫，但大家都知道在軍事上行不通。根據共軍內部評估，當採取攻台行動時，全軍都會發生問題。他們無法支配任何戰場，包括陸地、海洋、空域、太空或網路戰，且各軍種間勢必無法整合行動。筆者在拙作《中共攻台大解密》（TheChineseInvasionThreat）中分析，共軍智囊曾在二○一四至一五年的內部文件中一再警告，他們對台灣進行封鎖或入侵，失敗的風險極高。共軍承認自身弱點，可能激化北京採取政治行動。然而，在二○一六年，習主席全面啟動軍隊改革和組織再造計畫，以補救解放軍的缺失。中國全部的武裝部隊，包括武裝警察部隊和民兵組織，一律被打掉重練。數以千計軍人的前途被葬送，逾百名將領、司令被依「貪腐」和抗命等罪名逮捕，有些人還被處決。接著，為了在殘酷的懲罰後撫平傷口，習近平進一步為中國軍備計畫挹注資金，恢復共軍的重要性。他的目標是什麼？打造一支有能力在未來贏得任何戰事的聯合作戰兵力。這正是動搖台海局勢的決定性因素。倘若美國國防部九月一日向國會提交的中國軍力報告有言外之意，那就是習近平針對軍隊的改革和注資計畫已開始出現可觀的回報，對美國和台灣構成更大威脅。過去五年來，共軍攻擊實力的成長幅度令人刮目相看，遠遠超越華府和台北當局在防禦上的努力。這種跡象令人思之不安。如果沒有發生任何對於美國和台灣兩個民主國家有利的重大轉變，從二○二○年開始的每一年，共軍在戰爭中取勝的機率有可能會逐年遞增。侵略台灣變得愈來愈容易，中共將認真評估開戰的可行性。開戰是一場終極戰略博弈，而這個可能性愈來愈高。威懾作用的迷思話說回來，我們又該如何看待美國川普政府對台灣的一連串軍售？假設台灣增加國防經費，並擁有美國最先進的防禦科技，難道也無法繼續抱持可以自我防衛，甚至獨自贏得戰爭的希望？外界普遍有一種迷思，認為台灣能夠獨自跨過難關。這是辦不到的。無論台灣增加多少國防經費，都無法彌補與中國之間的天壤之別。真正重要的是，台灣軍方如何聰明地運用民選國會核准的有限資源，以及台灣是否能改善與美國之間的畸形關係。台灣本身就有能力讓中共付出慘烈代價，這是無庸置疑的。中國若在二○二○年代侵犯或佔領台灣，幾乎篤定會賠上至少數十萬條年輕生命及數兆美元。當然，問題是，中共菁英可能會認定，比起拿下台灣所能獲得的龐大價值，這樣的代價算是相對輕微。從客觀角度來看，習主席已把征服台灣，當作其「中國夢」戰略的唯一目標。由於缺乏在戰略上壓倒對手的能力，台灣無法阻止中共發動攻擊，也無法防範戰事發生或獨力在戰事中取勝。如此一來，美國扮演了決定性角色，光是美國本身，就能將犯台的代價提升至北京政權真正無法忍受的程度。維持區域穩定的唯一可行方法，是美國和台灣為了捍衛共同利益而結盟。若美台如同過去四十年般持續各自為營，並在中國的真正意圖上自我欺騙，雙方都將因誤判和準備不周吞下苦果。戰略模糊造成動盪萬一中國現在攻擊台灣，沒有人可以確切地說明，華府可能會有什麼反應，或白宮需要多久時間才能採取行動。這種模糊狀態是在慫恿中共冒險，對外施展武力。如果美國決心防衛台灣，並把這個意志昭告天下，北京就會被迫重新估算其勝率。一旦發現願景完全變調，沒有一個中國領導人會力挺一項注定失敗的行動。在理想的情境下，美國政府將可在不讓北京有理由先發制人的情況下，找到對台灣做出防衛承諾的嶄新途徑。要實現這個可能性，美國必須確保盟友產生堅定的信任感。這可能意謂著，美國必須派遣小規模、但數量具有意義的美軍和陸戰隊人員駐守台灣，做為第一防線前哨部隊（strategictripwire）。這也可能意謂，美國總統必須做出一連串有效的公開宣示，表明一旦中國發動侵略，美國將會防衛台灣。此外，白宮也可以指示五角大廈，開始派遣艦艇訪問台灣，並啟動美台大型軍事演習的計畫，促使兩國學習如何為了捍衛共同利益而並肩作戰。當然，我們與一個理想情境相去甚遠。華府和台北當局都尚未做出、或甚至嚴肅思考可能挽救局勢的做法。有鑑於已發生在新疆和香港的事情，以及COVID-19疫情下的事態發展，情況似乎已經很明顯，台海正迎來一場重大危機，且可能演變為中國企圖全面入侵台灣，進而爆發美中強權大戰的結果。軍事侵略計畫的初期行動，可能會以很多種方式發生。中共究竟會如何傷害台灣，僅繫於其如何驅使自身邪惡的想像力。正如我們一次又一次所目睹，中國戰略家既聰明又惡劣，甚至陰狠毒辣，且非常擅長做出動搖外部觀察家理智的舉措。華府和台北當局低估了中共一意孤行的野心和能力。除非雙方能在政治上下定決心，進行有意義的政策調整，否則我們現在看到的戰爭星火，或許很快就會燎原。我們還有時間阻止台海的未來陷入一片火海，數以百萬計的生命全繫於此。（作者易思安為美國智庫「2049計畫室」資深主任、《中共攻台大解密》作者；國際新聞中心孫宇青譯）,36,negative
6872,（中央社記者何宏儒安卡拉31日專電）土耳其總統艾爾段的發言人卡林、內政部長索魯確診武漢肺炎。兩人與總統的工作關係十分密切。艾爾段依舊行程滿檔，健康狀況沒有出現異常跡象。艾爾段（RecepTayyipErdogan）的發言人卡林（IbrahimKalin）10月31日發推文證實自己感染俗稱武漢肺炎的2019冠狀病毒疾病（COVID-19），並說他「症狀輕微，接近治療的最後階段」。推文說：「我現在很好，謝謝。」卡林沒有提到自己何時確診。在卡林推文前數個小時，索魯（SuleymanSoylu）也發推文表示，包括他自己、妻子和女兒經採檢都對武漢肺炎呈現陽性反應。索魯表示，一家人10月26日確診，正住院治療。推文說：「值得欣慰的是，我們好多了。」索魯4月10日深夜10時許宣布31個省於兩小時後宵禁48小時，為土耳其因武漢肺炎疫情首度實施封鎖。由於倉促宣布措施，各地出現恐慌性搶購潮，引發全國一片混亂。飽受批評的他兩天後請辭，但艾爾段不准辭。卡林和索魯都經常與艾爾段開會，擁有密切工作關係。艾爾段10月31日走訪東部萬恩省（Van）出席執政黨正義發展黨（AKP）活動，之後又轉往西南部視察愛琴海強震重災區、第3大城伊茲米爾（Izmir），健康狀況沒有出現異常跡象。艾爾段行程向來緊密，幾乎天天都會進行數場透過電視轉播的演說。報導指出，他的隨行人員都必須定期接受武漢肺炎採檢。衛生部10月31日晚間公布武漢肺炎疫情通報顯示，過去24小時新增2213名確診「病患」、75人死亡，累計「病患」數為37萬5367例、1萬252例病故。衛生部長克扎（FahrettinKoca）於9月30日坦承，自7月29日起僅通報出現武漢肺炎症狀的「病患」數，這個數字沒有納入無症狀感染者。（編輯：劉學源）1091101,36,negative
6873,美國於美東時間廿六日再通知我方，將出售魚叉飛彈海岸防衛系統，總金額約新台幣六七八．四六億元，這是美國一週內第二度對台軍售。（圖取自BoeingDefense推特）國內：●美國於美東時間廿六日再通知我方，將出售魚叉飛彈海岸防衛系統，總金額約新台幣六七八．四六億元，這是美國一週內第二度對台軍售。●長榮大學馬來西亞籍女學生廿八日晚間返回租屋處途中，遭性侵殺害，嫌犯聲押獲准，蔡總統向家屬、馬國與人民表達至深歉意。●空軍台東志航基地一架F-5E戰機廿九日墜機，上尉飛官朱冠甍跳傘落海殉職。國防部宣布，F-5戰機將於二○二四年全數汰除。國外：●美國和日本廿六日在日本本島與沖繩附近海域，展開兩年一度的利劍軍演，為期十一天的軍演，首度納入網路和電子作戰訓練，以因應中國軍事活動。●法國宣布自廿九日啟動今年第二度封城，以因應武漢肺炎疫情反撲，預計十二月一日解禁；德國總理梅克爾也下令自十一月二日起，實施四週的有限度封城令。●歐洲愛琴海地區卅日遭芮氏規模六．六強震襲擊，在希臘東部和土耳其西部已造成三十人死亡、逾九百人受傷。,36,negative
6874,隨著美國大選投票日逼近，紐約市曼哈頓區10月30日都有商家以木板封住櫥窗。（法新社）封櫥窗聘保全自保〔編譯張沛元／綜合報導〕美國平面媒體十月卅日報導，隨著十一月三日投票日逼近，飽受武漢肺炎疫情摧殘的全美各地商家如臨大敵，擔心大選結果引爆街頭群眾暴動與劫掠，紛紛以木板封住櫥窗、聘請安全顧問與增聘保全人員等方式自保；當局也超前部署，限制員警休假、備妥鎮暴工具，以及必要時宣布封路。大學生被告知囤糧一週紐約時報與華盛頓郵報報導，從高檔百貨與珠寶店林立的紐約曼哈頓、明年一月總統就職典禮場地華盛頓哥倫比亞特區，到洛杉磯比佛利山名店街羅迪歐大道，越來越多商家開始為選後可能出現的騷亂、甚至暴動預作準備，就連與白宮對面拉法葉廣場一街之隔的美國商會，也早就找來吊車，在大樓外堆放水泥路障。華府喬治城大學校方甚至告誡學生，應該要像防範暴風雪或颶風般，為大選日囤妥夠用一週的食物、補給品與藥物。各地政府也限制員警休假華府警察局長紐沙姆曾告訴該市市議員，無論誰當選，投票日過後，都會發生街頭騷亂。科羅拉多州科羅拉多泉的包工老闆費涅特，日前就應從事零售業的客戶要求，買了兩年份的夾板與木板。費涅特表示，當地木材廠還問他發生何事，為啥下這麼大的單，他只好回說，因為擔心會天下大亂，所以要囤貨，但希望這些木板不會真的派上用場。華府估計恐鬧上數週各地方政府也預先為選後可能出現的動盪做好部署，華府警方自本週末起限制員警休假，以及預告市中心部分地區，可能會在十一月三日投票日當天與隔天四日封路、限制停車；華府市府估計，選後騷亂恐會鬧上數週，並已徵召國民兵馳援，但不建議商家以木板封窗，指稱並未掌握任何有必要採取此舉的情報，然應持續提高警覺。至於與私人保全公司合作的洛杉磯警方則說，整個比佛利山地區將從十月卅一日萬聖節起，至下週大選週，進入全面警戒。賓州是大選一級戰區，加上日前才發生一名非裔男子遭警方開槍擊斃，以致連續兩晚引發抗議暴動，警方更是如臨大敵。左下圖為費城市政廳外，有國民兵荷槍巡邏。（法新社）美國大選投票日逼近，各大城市也開始為了可能的選後動亂超前部署，與首府華盛頓哥倫比亞特區，10月30日都有商家以木板封住櫥窗。（法新社）,36,negative
6875,〔中央社〕土耳其總統艾爾段的發言人卡林、內政部長索魯確診武漢肺炎。兩人與總統的工作關係十分密切。艾爾段依舊行程滿檔，健康狀況沒有出現異常跡象。艾爾段（RecepTayyipErdogan）的發言人卡林（IbrahimKalin）10月31日發推文證實自己感染俗稱武漢肺炎的2019冠狀病毒疾病（COVID-19），並說他「症狀輕微，接近治療的最後階段」。推文說：「我現在很好，謝謝。」卡林沒有提到自己何時確診。在卡林推文前數個小時，索魯（SuleymanSoylu）也發推文表示，包括他自己、妻子和女兒經採檢都對武漢肺炎呈現陽性反應。索魯表示，一家人10月26日確診，正住院治療。推文說：「值得欣慰的是，我們好多了。」索魯4月10日深夜10時許宣布31個省於兩小時後宵禁48小時，為土耳其因武漢肺炎疫情首度實施封鎖。由於倉促宣布措施，各地出現恐慌性搶購潮，引發全國一片混亂。飽受批評的他兩天後請辭，但艾爾段不准辭。卡林和索魯都經常與艾爾段開會，擁有密切工作關係。艾爾段10月31日走訪東部萬恩省（Van）出席執政黨正義發展黨（AKP）活動，之後又轉往西南部視察愛琴海強震重災區、第3大城伊茲米爾（Izmir），健康狀況沒有出現異常跡象。艾爾段行程向來緊密，幾乎天天都會進行數場透過電視轉播的演說。報導指出，他的隨行人員都必須定期接受武漢肺炎採檢。衛生部10月31日晚間公布武漢肺炎疫情通報顯示，過去24小時新增2213名確診「病患」、75人死亡，累計「病患」數為37萬5367例、1萬252例病故。衛生部長克扎（FahrettinKoca）於9月30日坦承，自7月29日起僅通報出現武漢肺炎症狀的「病患」數，這個數字沒有納入無症狀感染者。（編輯：劉學源）,36,negative
